SALVADOR MARQUEZ,41029363,salmarquez,salmarquez@mail.com,3051274637,CLL 3 # 73 - 66
MARC CABRERA,503738017,marcabrera,marcabrera@mail.com,3115257433,CLL 77 # 73 - 14
GUILLERMO GALLEGO,313008906,guigallego,guigallego@mail.com,3235132707,CRA 93 # 49 - 68
MOHAMED CALVO,940333960,mohcalvo,mohcalvo@mail.com,3032862181,CLL 71 # 86 - 18
GABRIEL VIDAL,190769508,gabvidal,gabvidal@mail.com,3336721869,CLL 5 # 92 - 42
MARTIN CAMPOS,723875436,marcampos,marcampos@mail.com,3063483812,CRA 123 # 79 - 9
GONZALO REYES,845440176,gonreyes,gonreyes@mail.com,3366790512,CLL 119 # 99 - 26
EMILIO VEGA,1122479213,emivega,emivega@mail.com,3503761174,CLL 108 # 35 - 4
JOSE MIGUEL FUENTES,888649815,josfuentes,josfuentes@mail.com,3251046871,CRA 2 # 102 - 62
JULIO CARRASCO,70782103,julcarrasco,julcarrasco@mail.com,3042680727,CLL 63 # 34 - 20
JULIAN DIEZ,927448874,juldiez,juldiez@mail.com,3267413586,CLL 51 # 87 - 67
TOMAS AGUILAR,940136756,tomaguilar,tomaguilar@mail.com,3204324534,CRA 116 # 1 - 10
NICOLAS CABALLERO,753265735,niccaballero,niccaballero@mail.com,3025098798,CLL 4 # 26 - 66
AGUSTIN NIETO,692951311,agunieto,agunieto@mail.com,3329628168,CLL 137 # 62 - 59
LUCAS SANTANA,631719889,lucsantana,lucsantana@mail.com,3062614461,CRA 39 # 18 - 15
SAMUEL VARGAS,456205718,samvargas,samvargas@mail.com,3035693853,CLL 53 # 41 - 47
JOSE RAMON PASCUAL,688496472,jospascual,jospascual@mail.com,3037047605,CLL 75 # 101 - 44
ISMAEL GIMENEZ,985487740,ismgimenez,ismgimenez@mail.com,3264782872,CRA 44 # 97 - 22
CRISTIAN HERRERO,686960446,criherrero,criherrero@mail.com,3122307803,CLL 122 # 129 - 1
JOAN HIDALGO,115121768,joahidalgo,joahidalgo@mail.com,3101410476,CLL 14 # 139 - 25
AITOR MONTERO,1013863004,aitmontero,aitmontero@mail.com,3457846629,CRA 96 # 22 - 38
FELIX LORENZO,111409368,fellorenzo,fellorenzo@mail.com,3147968208,CLL 65 # 34 - 19
HECTOR SANTIAGO,533719437,hecsantiago,hecsantiago@mail.com,3338903239,CLL 43 # 143 - 6
ALEX BENITEZ,787000004,alebenitez,alebenitez@mail.com,3416503433,CRA 34 # 81 - 58
IKER DURAN,969493449,ikeduran,ikeduran@mail.com,3175625522,CLL 45 # 31 - 70
JUAN FRANCISCO IBA•EZ,623339404,juaibaœez,juaibaœez@mail.com,3450474549,CLL 29 # 64 - 17
JOSE CARLOS ARIAS,217919746,josarias,josarias@mail.com,3078965230,CRA 117 # 113 - 33
MATEO MORA,920295861,matmora,matmora@mail.com,3426074767,CLL 83 # 66 - 13
SEBASTIAN FERRER,932423067,sebferrer,sebferrer@mail.com,3364333458,CLL 46 # 26 - 72
CESAR CARMONA,754386271,cescarmona,cescarmona@mail.com,3267162926,CRA 77 # 79 - 61
JOSEP VICENTE,588377673,josvicente,josvicente@mail.com,3330346816,CLL 49 # 38 - 3
ALFREDO ROJAS,931397106,alfrojas,alfrojas@mail.com,3377801071,CLL 144 # 133 - 30
MARIANO SOTO,501586600,marsoto,marsoto@mail.com,3047265809,CRA 44 # 68 - 14
RODRIGO CRESPO,1192069780,rodcrespo,rodcrespo@mail.com,3415051132,CLL 61 # 5 - 23
JOSE ANGEL ROMAN,282155466,josroman,josroman@mail.com,3232257367,CLL 48 # 68 - 28
DOMINGO PASTOR,558876563,dompastor,dompastor@mail.com,3071757289,CRA 95 # 141 - 21
VICTOR MANUEL VELASCO,473083298,vicvelasco,vicvelasco@mail.com,3018540913,CLL 18 # 24 - 30
JOSE IGNACIO PARRA,486223963,josparra,josparra@mail.com,3178689804,CLL 103 # 41 - 68
FELIPE SAEZ,368079617,felsaez,felsaez@mail.com,3478283383,CRA 32 # 37 - 6
LUIS MIGUEL MOYA,93170177,luimoya,luimoya@mail.com,3092165924,CLL 26 # 108 - 12
JOSE FRANCISCO BRAVO,68537858,josbravo,josbravo@mail.com,3093016481,CLL 103 # 122 - 10
XAVIER RIVERA,348930782,xavrivera,xavrivera@mail.com,3080902232,CRA 42 # 23 - 64
ALBERT GALLARDO,724682883,albgallardo,albgallardo@mail.com,3093406053,CLL 104 # 67 - 46
JUAN LUIS GARCIA,710577329,juagarcia,juagarcia@mail.com,3082827225,CLL 133 # 73 - 3
MARIA CARMEN RODRIGUEZ,1074495743,marrodriguez,marrodriguez@mail.com,3033928707,CRA 116 # 128 - 61
MARIA GONZALEZ,888462079,margonzalez,margonzalez@mail.com,3192099249,CLL 72 # 81 - 57
CARMEN FERNANDEZ,136933852,carfernandez,carfernandez@mail.com,3378531054,CLL 132 # 121 - 64
ANA MARIA LOPEZ,523187925,analopez,analopez@mail.com,3092517461,CRA 67 # 88 - 35
LAURA MARTINEZ,70539229,laumartinez,laumartinez@mail.com,3296618515,CLL 49 # 81 - 13
MARIA PILAR SANCHEZ,444423398,marsanchez,marsanchez@mail.com,3438545676,CLL 90 # 130 - 20
MARIA DOLORES PEREZ,762266826,marperez,marperez@mail.com,3186750956,CRA 1 # 135 - 12
ISABEL GOMEZ,612371741,isagomez,isagomez@mail.com,3339076825,CLL 63 # 13 - 11
JOSEFA MARTIN,609594952,josmartin,josmartin@mail.com,3079055426,CLL 105 # 110 - 3
MARIA TERESA JIMENEZ,886679368,marjimenez,marjimenez@mail.com,3005872547,CRA 28 # 75 - 12
ANA HERNANDEZ,303230997,anahernandez,anahernandez@mail.com,3114468186,CLL 68 # 131 - 43
MARTA RUIZ,305784148,marruiz,marruiz@mail.com,3095280732,CLL 13 # 77 - 30
CRISTINA DIAZ,727948968,cridiaz,cridiaz@mail.com,3445299881,CRA 63 # 47 - 39
MARIA ANGELES MORENO,170209760,marmoreno,marmoreno@mail.com,3110328201,CLL 116 # 82 - 7
LUCIA MU•OZ,153960829,lucmuœoz,lucmuœoz@mail.com,3496336077,CLL 91 # 133 - 63
MARIA ISABEL ALVAREZ,475324832,maralvarez,maralvarez@mail.com,3351892995,CRA 77 # 52 - 13
MARIA JOSE ROMERO,611657562,marromero,marromero@mail.com,3274407116,CLL 1 # 30 - 40
FRANCISCA GUTIERREZ,825898505,fragutierrez,fragutierrez@mail.com,3132313948,CLL 3 # 130 - 65
ANTONIA ALONSO,799539894,antalonso,antalonso@mail.com,3298342940,CRA 33 # 140 - 69
DOLORES NAVARRO,432004869,dolnavarro,dolnavarro@mail.com,3243749644,CLL 103 # 111 - 59
PAULA TORRES,584790756,pautorres,pautorres@mail.com,3276594823,CLL 45 # 14 - 4
SARA DOMINGUEZ,90691302,sardominguez,sardominguez@mail.com,3488208241,CRA 79 # 85 - 31
ELENA RAMOS,873487552,eleramos,eleramos@mail.com,3175445103,CLL 115 # 95 - 67
MARIA LUISA VAZQUEZ,134737721,marvazquez,marvazquez@mail.com,3281543872,CLL 118 # 124 - 8
RAQUEL RAMIREZ,703235540,raqramirez,raqramirez@mail.com,3357012973,CRA 92 # 52 - 1
ROSA MARIA GIL,1191051487,rosgil,rosgil@mail.com,3087380257,CLL 78 # 35 - 45
MANUELA SERRANO,1163859790,manserrano,manserrano@mail.com,3200897158,CLL 25 # 139 - 26
MARIA JESUS MORALES,1123433924,marmorales,marmorales@mail.com,3415498956,CRA 73 # 62 - 49
PILAR MOLINA,395208624,pilmolina,pilmolina@mail.com,3061437218,CLL 89 # 84 - 29
CONCEPCION BLANCO,1135337727,conblanco,conblanco@mail.com,3437621108,CLL 70 # 125 - 48
MERCEDES SUAREZ,764579025,mersuarez,mersuarez@mail.com,3051425131,CRA 29 # 102 - 58
JULIA CASTRO,966470416,julcastro,julcastro@mail.com,3085523508,CLL 110 # 20 - 55
BEATRIZ ORTEGA,1144566907,beaortega,beaortega@mail.com,3462862499,CLL 86 # 13 - 18
ALBA DELGADO,43232627,albdelgado,albdelgado@mail.com,3053933223,CRA 115 # 74 - 57
SILVIA ORTIZ,515829850,silortiz,silortiz@mail.com,3085339588,CLL 45 # 99 - 75
NURIA MARIN,740008873,nurmarin,nurmarin@mail.com,3293635759,CLL 81 # 136 - 40
IRENE RUBIO,725586519,irerubio,irerubio@mail.com,3259549233,CRA 78 # 122 - 30
PATRICIA NU•EZ,1025675984,patnuœez,patnuœez@mail.com,3080345806,CLL 31 # 71 - 65
ROSARIO MEDINA,373518549,rosmedina,rosmedina@mail.com,3300023232,CLL 117 # 84 - 24
JUANA SANZ,268292265,juasanz,juasanz@mail.com,3053598292,CRA 8 # 58 - 28
ROCIO CASTILLO,565515304,roccastillo,roccastillo@mail.com,3060966104,CLL 132 # 110 - 5
ANDREA IGLESIAS,805389724,andiglesias,andiglesias@mail.com,3270725920,CLL 98 # 21 - 36
TERESA CORTES,1185366442,tercortes,tercortes@mail.com,3494564096,CRA 37 # 109 - 5
ENCARNACION GARRIDO,367947188,encgarrido,encgarrido@mail.com,3085807396,CLL 62 # 134 - 43
MONTSERRAT SANTOS,177201233,monsantos,monsantos@mail.com,3227474188,CLL 15 # 136 - 25
MONICA GUERRERO,614298927,monguerrero,monguerrero@mail.com,3232345901,CRA 12 # 49 - 10
ALICIA LOZANO,721522792,alilozano,alilozano@mail.com,3375141870,CLL 136 # 118 - 24
MARIA MAR CANO,322891673,marcano,marcano@mail.com,3325526176,CLL 137 # 11 - 30
SANDRA CRUZ,923205506,sancruz,sancruz@mail.com,3283719222,CRA 32 # 85 - 53
SONIA MENDEZ,454851425,sonmendez,sonmendez@mail.com,3068712451,CLL 33 # 67 - 7
MARINA FLORES,223555570,marflores,marflores@mail.com,3229730371,CLL 137 # 35 - 23
SUSANA PRIETO,277294824,susprieto,susprieto@mail.com,3371003216,CRA 131 # 64 - 2
ANGELA HERRERA,67438651,angherrera,angherrera@mail.com,3102817652,CLL 144 # 18 - 65
NATALIA PE•A,511139352,natpeœa,natpeœa@mail.com,3410575228,CLL 121 # 43 - 54
ROSA LEON,74153232,rosleon,rosleon@mail.com,3093148360,CRA 122 # 15 - 10
YOLANDA MARQUEZ,472189119,yolmarquez,yolmarquez@mail.com,3013666112,CLL 125 # 30 - 23
SOFIA CABRERA,931322306,sofcabrera,sofcabrera@mail.com,3396588211,CLL 54 # 64 - 73
CLAUDIA GALLEGO,280435895,clagallego,clagallego@mail.com,3496578952,CRA 141 # 122 - 10
MARGARITA CALVO,626886212,marcalvo,marcalvo@mail.com,3483661133,CLL 137 # 143 - 63
MARIA JOSEFA VIDAL,530854945,marvidal,marvidal@mail.com,3439553758,CLL 120 # 100 - 42
CARLA CAMPOS,1146667134,carcampos,carcampos@mail.com,3004988571,CRA 144 # 21 - 57
EVA REYES,767730020,evareyes,evareyes@mail.com,3449673355,CLL 142 # 85 - 64
INMACULADA VEGA,505357798,inmvega,inmvega@mail.com,3039342106,CLL 74 # 122 - 72
MARIA ROSARIO FUENTES,878616272,marfuentes,marfuentes@mail.com,3410126918,CRA 79 # 3 - 27
MARIA MERCEDES CARRASCO,984049290,marcarrasco,marcarrasco@mail.com,3096305146,CLL 98 # 33 - 20
ANA ISABEL DIEZ,1014732256,anadiez,anadiez@mail.com,3373851935,CLL 92 # 50 - 47
NOELIA AGUILAR,978929701,noeaguilar,noeaguilar@mail.com,3350150573,CRA 91 # 52 - 38
ESTHER CABALLERO,469581449,estcaballero,estcaballero@mail.com,3130022554,CLL 68 # 1 - 61
VERONICA NIETO,759287544,vernieto,vernieto@mail.com,3434709605,CLL 54 # 55 - 57
DANIELA SANTANA,1044125539,dansantana,dansantana@mail.com,3279565587,CRA 29 # 107 - 43
NEREA VARGAS,748431818,nervargas,nervargas@mail.com,3348431763,CLL 78 # 6 - 62
CAROLINA PASCUAL,319162160,carpascual,carpascual@mail.com,3327282415,CLL 109 # 53 - 13
INES GIMENEZ,418603526,inegimenez,inegimenez@mail.com,3435594420,CRA 93 # 8 - 59
MIRIAM HERRERO,493199143,mirherrero,mirherrero@mail.com,3249814237,CLL 106 # 93 - 19
EVA MARIA HIDALGO,193899322,evahidalgo,evahidalgo@mail.com,3143459653,CLL 73 # 22 - 61
MARTINA MONTERO,793263892,marmontero,marmontero@mail.com,3152141630,CRA 126 # 72 - 38
MARIA VICTORIA LORENZO,576336194,marlorenzo,marlorenzo@mail.com,3181364872,CLL 41 # 51 - 1
LORENA SANTIAGO,1150707168,lorsantiago,lorsantiago@mail.com,3035178815,CLL 19 # 119 - 13
ANGELES BENITEZ,91221923,angbenitez,angbenitez@mail.com,3056820781,CRA 63 # 64 - 15
ANA BELEN DURAN,293633570,anaduran,anaduran@mail.com,3359773517,CLL 140 # 49 - 19
MARIA ELENA IBA•EZ,550628963,maribaœez,maribaœez@mail.com,3439645425,CLL 13 # 32 - 65
MARIA ROSA ARIAS,814950256,mararias,mararias@mail.com,3257326882,CRA 133 # 125 - 16
VICTORIA MORA,265836316,vicmora,vicmora@mail.com,3392143377,CLL 74 # 52 - 15
MARIA CONCEPCION FERRER,864490967,marferrer,marferrer@mail.com,3086547949,CLL 110 # 51 - 31
ALEJANDRA CARMONA,231151229,alecarmona,alecarmona@mail.com,3345185633,CRA 106 # 83 - 57
AMPARO VICENTE,984238878,ampvicente,ampvicente@mail.com,3077055820,CLL 84 # 89 - 13
MARIA ANTONIA ROJAS,593664885,marrojas,marrojas@mail.com,3502298837,CLL 67 # 129 - 24
LIDIA SOTO,1170516616,lidsoto,lidsoto@mail.com,3399625595,CRA 43 # 24 - 75
CELIA CRESPO,685058007,celcrespo,celcrespo@mail.com,3242025596,CLL 105 # 122 - 29
CATALINA ROMAN,948683007,catroman,catroman@mail.com,3359338462,CLL 75 # 48 - 46
FATIMA PASTOR,852636415,fatpastor,fatpastor@mail.com,3103824325,CRA 20 # 44 - 14
MARIA NIEVES VELASCO,930146290,marvelasco,marvelasco@mail.com,3118175345,CLL 34 # 34 - 15
AINHOA PARRA,1019776699,ainparra,ainparra@mail.com,3082218534,CLL 126 # 141 - 3
OLGA SAEZ,793919373,olgsaez,olgsaez@mail.com,3190793801,CRA 7 # 21 - 25
CLARA MOYA,1117169327,clamoya,clamoya@mail.com,3462239218,CLL 9 # 145 - 42
CONSUELO BRAVO,135901247,conbravo,conbravo@mail.com,3332975256,CLL 111 # 54 - 57
MARIA CRISTINA RIVERA,185050862,marrivera,marrivera@mail.com,3332110962,CRA 48 # 64 - 47
ADRIANA GALLARDO,602668934,adrgallardo,adrgallardo@mail.com,3392441627,CLL 68 # 120 - 27
GLORIA GARCIA,1015937777,glogarcia,glogarcia@mail.com,3450906729,CLL 28 # 15 - 43
MARIA SOLEDAD RODRIGUEZ,268971741,marrodriguez,marrodriguez@mail.com,3000462176,CRA 26 # 91 - 22
ANTONIO GONZALEZ,390591380,antgonzalez,antgonzalez@mail.com,3080917435,CLL 47 # 25 - 35
MANUEL FERNANDEZ,952459461,manfernandez,manfernandez@mail.com,3407898173,CLL 142 # 1 - 71
JOSE LOPEZ,932174259,joslopez,joslopez@mail.com,3200267494,CRA 57 # 111 - 35
FRANCISCO MARTINEZ,754640009,framartinez,framartinez@mail.com,3503249362,CLL 66 # 10 - 12
DAVID SANCHEZ,963302051,davsanchez,davsanchez@mail.com,3072781258,CLL 20 # 36 - 75
JUAN PEREZ,916519738,juaperez,juaperez@mail.com,3151209773,CRA 130 # 114 - 49
JAVIER GOMEZ,994450539,javgomez,javgomez@mail.com,3179467462,CLL 12 # 123 - 9
DANIEL MARTIN,620984754,danmartin,danmartin@mail.com,3503392480,CLL 12 # 100 - 63
JOSE ANTONIO JIMENEZ,471493589,josjimenez,josjimenez@mail.com,3364515337,CRA 120 # 106 - 5
FRANCISCO JAVIER HERNANDEZ,338649702,frahernandez,frahernandez@mail.com,3385570444,CLL 113 # 129 - 60
JOSE LUIS RUIZ,635242955,josruiz,josruiz@mail.com,3387668540,CLL 29 # 138 - 49
CARLOS DIAZ,43864780,cardiaz,cardiaz@mail.com,3293750757,CRA 88 # 132 - 4
ALEJANDRO MORENO,215849773,alemoreno,alemoreno@mail.com,3390889982,CLL 82 # 76 - 24
JESUS MU•OZ,775481676,jesmuœoz,jesmuœoz@mail.com,3115471191,CLL 139 # 107 - 50
MIGUEL ALVAREZ,897299877,migalvarez,migalvarez@mail.com,3349301276,CRA 45 # 100 - 36
JOSE MANUEL ROMERO,726864596,josromero,josromero@mail.com,3504639382,CLL 86 # 137 - 38
MIGUEL ANGEL GUTIERREZ,619424670,miggutierrez,miggutierrez@mail.com,3004940268,CLL 44 # 117 - 13
RAFAEL ALONSO,66708689,rafalonso,rafalonso@mail.com,3192350946,CRA 98 # 116 - 73
PABLO NAVARRO,1148996106,pabnavarro,pabnavarro@mail.com,3270451016,CLL 38 # 105 - 55
PEDRO TORRES,224121147,pedtorres,pedtorres@mail.com,3232546416,CLL 102 # 94 - 72
ANGEL DOMINGUEZ,450748883,angdominguez,angdominguez@mail.com,3068448219,CRA 28 # 26 - 24
SERGIO RAMOS,644542268,serramos,serramos@mail.com,3143277942,CLL 84 # 133 - 67
FERNANDO VAZQUEZ,750646014,fervazquez,fervazquez@mail.com,3289540235,CLL 72 # 75 - 61
JOSE MARIA RAMIREZ,263110636,josramirez,josramirez@mail.com,3228704894,CRA 54 # 94 - 63
JORGE GIL,937607207,jorgil,jorgil@mail.com,3123073904,CLL 102 # 101 - 27
LUIS SERRANO,217292365,luiserrano,luiserrano@mail.com,3285044993,CLL 69 # 50 - 9
ALBERTO MORALES,1127090534,albmorales,albmorales@mail.com,3383355516,CRA 111 # 9 - 33
ALVARO MOLINA,98116911,alvmolina,alvmolina@mail.com,3035119786,CLL 58 # 116 - 53
JUAN CARLOS BLANCO,615826127,juablanco,juablanco@mail.com,3376314411,CLL 111 # 30 - 19
ADRIAN SUAREZ,518754227,adrsuarez,adrsuarez@mail.com,3298428644,CRA 125 # 15 - 44
DIEGO CASTRO,56554674,diecastro,diecastro@mail.com,3431541714,CLL 79 # 106 - 42
JUAN JOSE ORTEGA,372019228,juaortega,juaortega@mail.com,3325338279,CLL 87 # 120 - 7
RAUL DELGADO,509630522,raudelgado,raudelgado@mail.com,3074072408,CRA 7 # 81 - 21
IVAN ORTIZ,227851732,ivaortiz,ivaortiz@mail.com,3185839196,CLL 118 # 66 - 44
RUBEN MARIN,1133711327,rubmarin,rubmarin@mail.com,3499220910,CLL 54 # 19 - 60
JUAN ANTONIO RUBIO,255355614,juarubio,juarubio@mail.com,3085099568,CRA 28 # 41 - 43
OSCAR NU•EZ,731954798,oscnuœez,oscnuœez@mail.com,3030322422,CLL 44 # 75 - 11
ENRIQUE MEDINA,920810497,enrmedina,enrmedina@mail.com,3296374439,CLL 98 # 55 - 48
RAMON SANZ,1182683965,ramsanz,ramsanz@mail.com,3219092005,CRA 142 # 106 - 3
ANDRES CASTILLO,473380300,andcastillo,andcastillo@mail.com,3034248439,CLL 85 # 75 - 67
JUAN MANUEL IGLESIAS,669570748,juaiglesias,juaiglesias@mail.com,3408142471,CLL 144 # 141 - 3
SANTIAGO CORTES,89595622,sancortes,sancortes@mail.com,3088703761,CRA 125 # 115 - 62
VICENTE GARRIDO,723450009,vicgarrido,vicgarrido@mail.com,3295077247,CLL 112 # 124 - 28
MARIO SANTOS,485452467,marsantos,marsantos@mail.com,3322307484,CLL 7 # 68 - 33
VICTOR GUERRERO,115591531,vicguerrero,vicguerrero@mail.com,3138628221,CRA 124 # 140 - 28
JOAQUIN LOZANO,415625352,joalozano,joalozano@mail.com,3150186886,CLL 29 # 43 - 72
EDUARDO CANO,1099825194,educano,educano@mail.com,3445669118,CLL 115 # 46 - 36
ROBERTO CRUZ,172584374,robcruz,robcruz@mail.com,3317961659,CRA 51 # 24 - 59
MARCOS MENDEZ,868849273,marmendez,marmendez@mail.com,3009929599,CLL 19 # 10 - 33
JAIME FLORES,1142080127,jaiflores,jaiflores@mail.com,3424958747,CLL 71 # 115 - 73
FRANCISCO JOSE PRIETO,357635528,fraprieto,fraprieto@mail.com,3241974772,CRA 70 # 16 - 34
HUGO HERRERA,941455591,hugherrera,hugherrera@mail.com,3156306811,CLL 15 # 125 - 73
IGNACIO PE•A,628174853,ignpeœa,ignpeœa@mail.com,3395514762,CLL 25 # 41 - 1
JORDI LEON,374680627,jorleon,jorleon@mail.com,3455143701,CRA 98 # 96 - 32
ALFONSO MARQUEZ,214147393,alfmarquez,alfmarquez@mail.com,3004481234,CLL 87 # 39 - 43
RICARDO CABRERA,675680883,riccabrera,riccabrera@mail.com,3365620982,CLL 119 # 111 - 63
SALVADOR GALLEGO,610660247,salgallego,salgallego@mail.com,3197005922,CRA 51 # 32 - 67
MARC CALVO,1100101457,marcalvo,marcalvo@mail.com,3279729607,CLL 142 # 86 - 66
GUILLERMO VIDAL,327626608,guividal,guividal@mail.com,3029019560,CLL 62 # 6 - 6
MOHAMED CAMPOS,118820074,mohcampos,mohcampos@mail.com,3399512295,CRA 63 # 102 - 75
GABRIEL REYES,183203126,gabreyes,gabreyes@mail.com,3389356507,CLL 85 # 52 - 42
MARTIN VEGA,1179229640,marvega,marvega@mail.com,3203146537,CLL 63 # 115 - 10
GONZALO FUENTES,1106109210,gonfuentes,gonfuentes@mail.com,3008247860,CRA 90 # 86 - 59
EMILIO CARRASCO,1049075472,emicarrasco,emicarrasco@mail.com,3166646765,CLL 68 # 95 - 73
JOSE MIGUEL DIEZ,357069639,josdiez,josdiez@mail.com,3394815085,CLL 120 # 92 - 5
JULIO AGUILAR,232502563,julaguilar,julaguilar@mail.com,3442841502,CRA 104 # 104 - 44
JULIAN CABALLERO,322009315,julcaballero,julcaballero@mail.com,3484858583,CLL 70 # 49 - 60
TOMAS NIETO,835427244,tomnieto,tomnieto@mail.com,3103008526,CLL 137 # 129 - 65
NICOLAS SANTANA,679005925,nicsantana,nicsantana@mail.com,3075056744,CRA 93 # 42 - 2
